Flight,Airline,Registration,Serial Number,Manufacturer,Type,Age,From,To,Height,Date,Location
"FR9036","Ryanair","EI-DWR","36081","Boeing","737-8AS","15","MAN","PMI","36668","21/04/2022","Abingdon"
"FR7356","Ryanair","EI-HGR","65881","Boeing","737 MAX 8-200","1","DUB","BSL","37000","21/04/2022","Abingdon"
"FR2156","Ryanair","EI-EMH","34974","Boeing","737-8AS","13","BHX","AGP","24555","21/04/2022","Abingdon"
"FR696","Ryanair","EI-EXE","40321","Boeing","737-8AS","10","PIK","PMI","37000","21/04/2022","Abingdon"
"LH8160","Lufthansa Cargo","D-ALFA","41674","Boeing","777-FBT","9","FRA","JFK","32000","22/04/2022","Abingdon"
"LH462","Lufthansa","D-ABYQ","37840","Boeing","747-830","9","FRA","MIA","34000","24/04/2022","Abingdon"
"3S452","AeroLogic","D-AALE","36198","Boeing","777-FZN","13","FRA","JFK","32000","24/04/2022","Abingdon"
"U21913","EasyJet","G-EZUS","5104","Airbus","A320-214","11","MAN","PMI","35297","24/04/2022","Abingdon"
"EI244","Aer Lingus","EI-DEL","2409","Airbus","A320-214","18","DUB","LGW","15000","24/04/2022","Abingdon"
"UA990","United Airlines","N78013","29861","Boeing","777-224(ER)","23","SFO","CDG","39000","26/04/2022","Abingdon"
"KL753","KLM","PH-BQN","32720","Boeing","777-206(ER)","17","GYE","AMS","39000","26/04/2022","Abingdon"
"UA951","United Airlines","N91007","40929","Boeing","787-10 Dreamliner","6","BRU","IAD","31997","26/04/2022","Abingdon"
"AF338","Air France","F-HRBB","42495","Boeing","787-9 Dreamliner","6","CDG","SEA","36000","26/04/2022","Abingdon"
"AA759","American Airlines","N870AX","65990","Boeing","787-8 Dreamliner","3","ATH","PHL","38000","26/04/2022","Abingdon"
"4Y2","Eurowings Discover","D-AIKA","0570","Airbus","A330-343","18","FRA","PUJ","36000","26/04/2022","Abingdon"
"LX86","Swiss","HB-JHE","1084","Airbus","A330-343","13","ZRH","YUL","36000","26/04/2022","Abingdon"
"LH426","Lufthansa","D-AIKQ","1305","Airbus","A330-343","11","FRA","PHL","38000","26/04/2022","Abingdon"
"LX41","Swiss","HB-JNC","44584","Boeing","777-3DE(ER)","7","LAX","ZRH","37000","26/04/2022","Abingdon"
"AF72","Air France","F-GSQY","35678","Boeing","777-328(ER)","16","CDG","LAX","32000","26/04/2022","Abingdon"
"LX38","Swiss","HB-JNG","62752","Boeing","777-3DE(ER)","6","ZRH","SFO","34000","26/04/2022","Abingdon"
"LH498","Lufthansa","D-ABYH","37832","Boeing","747-830","10","FRA","MEX","32000","26/04/2022","Abingdon"
"U21855","EasyJet","G-EZGY","8385","Airbus","A320-214","4","MAN","BCN","31768","29/04/2022","Abingdon"
"U22924","EasyJet","OE-ISC","9258","Airbus","A321-251NX","3","MAN","MXP","35000","30/04/2022","Abingdon"
"DL47","Delta Air Lines","N802NW","0533","Airbus","A330-323","19","AMS","JFK","34000","30/04/2022","Abingdon"
"UA998","United Airlines","N12012","60145","Boeing","787-10 Dreamliner","3","BRU","EWR","33975","30/04/2022","Abingdon"
"TM72","Titan Airways","9H-ZTB","01238","Airbus","A321-211(P2F)","22","FRA","DUB","36000","30/04/2022","Abingdon"
"UA90","United Airlines","N16008","60138","Boeing","787-10 Dreamliner","4","EWR","TLV","34975","30/04/2022","Abingdon"
"UA987","United Airlines","N29975","66134","Boeing","787-9 Dreamliner","3","ORD","CDG","39000","30/04/2022","Abingdon"
"PY993","Air Belgium","EC-NCK","0840","Airbus","A330-243","15","AMS","PBM","37877","30/04/2022","Abingdon"
"KL755","KLM","PH-BQP","32721","Boeing","777-206(ER)","16","GYE","AMS","37000","30/04/2022","Abingdon"
"BEL1CP","Brussels Airlines","OO-SFG","983","Airbus","A330-343","14","BRU","JFK","36000","30/04/2022","Abingdon"
"FI542","Icelandair","TF-ISX","30179","Boeing","757-3E7","23","KEF","CDG","35000","30/04/2022","Abingdon"
"UA181","United Airlines","N27965","37815","Boeing","787-9 Dreamliner","7","FRA","DEN","33975","30/04/2022","Abingdon"
"AC833","Air Canada","C-GKUH","1156","Airbus","A330-343","12","BRU","YUL","36000","30/04/2022","Abingdon"
"LH430","Lufthansa","D-ABYA","37827","Boeing","747-830","11","FRA","ORD","32000","30/04/2022","Abingdon"
"DL107","Delta Air Lines","N858NW","0718","Airbus","A330-223","17","FRA","JFK","36000","30/04/2022","Abingdon"
"DL131","Delta Air Lines","N832MH","29704","Boeing","767-432(ER)","22","MUC","ATL","32000","30/04/2022","Abingdon"
"DL73","Delta Air Lines","N510DN","204","Airbus","A350-941","5","AMS","ATL","36000","30/04/2022","Abingdon"
"LH400","Lufthansa","D-ABYN","37838","Boeing","747-830","8","FRA","JFK","34000","30/04/2022","Abingdon"
"EY131","Etihad Airways","A6-BLE","39650","Boeing","787-9 Dreamliner","8","AUH","IAD","36000","30/04/2022","Abingdon"
"KL733","KLM","PH-BQB","33712","Boeing","777-206(ER)","19","AMS","CUR","34000","05/05/2022","Abingdon"
"5Y4762","Atlas Air","N508KZ","36135","Boeing","747-4KZ(F)","14","HHN","RFD","32000","05/05/2022","Abingdon"
"UA951","United Airlines","N12010","40926","Boeing","787-10 Dreamliner","3","BRU","IAD","36000","05/05/2022","Abingdon"
"U21918","EasyJet","G-EZTY","4554","Airbus","A320-214","12","ALC","MAN","35975","05/05/2022","Abingdon"
"LH482","Lufthansa","D-AIKP","1292","Airbus","A330-343","11","FRA","TPA","34000","05/05/2022","Abingdon"
"AC891","Air Canada","C-FIVM","35249","Boeing","777-333(ER)","15","FCO","YYZ","36000","05/05/2022","Abingdon"
"M6534","Amerijet International","N396CM","25195","Boeing","767-323(ER)(BDSF)","31","RMS","TER","38000","05/05/2022","Abingdon"
"KL744","KLM","PH-BVA","35671","Boeing","777-306(ER)","15","LIM","AMS","37000","05/05/2022","Abingdon"
"LS532","Jet2","G-GDFR","30421","Boeing","737-8Z9","20","PMI","NCL","36025","05/05/2022","Abingdon"
"U21847","EasyJet","G-EZBO","3082","Airbus","A319-111","16","MAN","PSA","35000","05/05/2022","Abingdon"
"U26237","EasyJet","G-EZBB","2854","Airbus","A319-111","16","BRS","BER","33014","05/05/2022","Abingdon"
"LH410","Lufthansa","D-AIXG","174","Airbus","A350-941","5","MUC","JFK","38000","05/05/2022","Abingdon"
"LX8","Swiss","HB-JHF","1089","Airbus","A330-343","13","ZRH","ORD","36000","05/05/2022","Abingdon"
"FR3212","Ryanair","EI-EMR","40284","Boeing","737-8AS","13","MAN","GRO","34000","05/05/2022","Abingdon"
"LH428","Lufthansa","D-AIXN","292","Airbus","A350-941","4","MUC","CLT","38000","05/05/2022","Abingdon"
"U26955","EasyJet","G-EZUL","5019","Airbus","A320-214","11","EDI","CDG","37000","05/05/2022","Abingdon"
"AF85","Air France","F-GSPM","30456","Boeing","777-228(ER)","22","SFO","CDG","39000","05/05/2022","Abingdon"
"U27253","EasyJet","G-EZTK","3991","Airbus","A320-214","14","LPL","KRK","35000","05/05/2022","Abingdon"
"SN501","Brussels Airlines","OO-SFC","0895","Airbus","A330-342","15","BRU","JFK","38000","05/05/2022","Abingdon"
"FR5985","Ryanair","EI-EVH","40290","Boeing","737-8AS","11","ALC","MME","40000","05/05/2022","Abingdon"
"WS10","WestJet","C-GURP","64975","Boeing","787-9 Dreamliner","3","YYC","CDG","39000","05/05/2022","Abingdon"
"KL755","KLM","PH-BQG","32704","Boeing","777-206(ER)","18","AMS","UIO","30000","05/05/2022","Abingdon"
"TS155","Air Transat","C-GOIF","08876","Airbus","A321-271NX","3","BRU","YUL","35975","05/05/2022","Abingdon"
"FR4139","Ryanair","9H-VUJ","62300","Boeing","737 MAX 8-200","3","BGY","NOC","40000","05/05/2022","Abingdon"
"UA973","United Airlines","N27959","36407","Boeing","787-9 Dreamliner","8","BRU","ORD","35975","05/05/2022","Abingdon"
"U26135","EasyJet","G-EZBD","2873","Airbus","A319-111","17","BRS","CPH","35265","05/05/2022","Abingdon"
"CLX78E","Cargolux","LX-YCV","35805","Boeing","747-4R7(F)","14","LUX","IND","33975","05/05/2022","Abingdon"
"DL107","Delta Air Lines","N852NW","0614","Airbus","A330-223","18","FRA","JFK","36000","05/05/2022","Abingdon"
"LH400","Lufthansa","D-ABYL","37836","Boeing","747-830","9","FRA","JFK","34000","05/05/2022","Abingdon"
"AA48","American Airlines","N829AN","40651","Boeing","787-9 Dreamliner","6","DFW","CDG","37000","05/05/2022","Abingdon"
"LEA167D","Private Owner","F-HECD","134","Dassault","Falcon 7X","1","BRU","PBI","36000","05/05/2022","Abingdon"
"UA951","United Airlines","N14001","40936","Boeing","787-10 Dreamliner","5","BRU","IAD","35208","05/05/2022","Abingdon"
"LH482","Lufthansa","D-AIKQ","1305","Airbus","A330-343","11","FRA","TPA","36000","05/05/2022","Abingdon"
"AC835","Air Canada","C-FGFZ","37172","Boeing","787-9 Dreamliner","7","MUC","YYZ","35975","05/05/2022","Abingdon"
"UA947","United Airlines","N30913","35879","Boeing","787-8 Dreamliner","8","AMS","IAD","37363","05/05/2022","Abingdon"
"UA988","United Airlines","N16009","40938","Boeing","787-10 Dreamliner","4","FRA","IAD","34000","05/05/2022","Abingdon"
"KL743","KLM","PH-BVW","66889","Boeing","777-300(ER)","2","AMS","LIM","30000","05/05/2022","Abingdon"
"U26883","EasyJet","G-EZOX","6837","Airbus","A320-214","7","GLA","CDG","36950","05/05/2022","Abingdon"
"EK161","Emirates","A6-EGY","41080","Boeing","777-31H(ER)","10","DXB","DUB","36000","08/05/2022","Abingdon"
"PY9994","Wamos Air","EC-NBN","0818","Airbus","A330-343","15","PBM","AMS","39000","09/05/2022","Abingdon"
"U21999","EasyJet","G-EZWA","5201","Airbus","A320-214","11","MAN","NBE","33197","09/05/2022","Abingdon"
"AF1559","Air France","F-HBLN","19000769","Embraer","ERJ-190STD","3","NCL","CDG","35000","09/05/2022","Abingdon"
"DL14","Delta Air Lines","N816NW","0827","Airbus","A330-323","15","ATL","FRA","39000","09/05/2022","Abingdon"
"BY1158","TUI","G-TAWS","37241","Boeing","737-8K5","9","NCL","PMI","37000","09/05/2022","Abingdon"
"UA972","United Airlines","N38955","37814","Boeing","787-9 Dreamliner","8","ORD","BRU","34991","09/05/2022","Abingdon"
"AF1017","Air France","F-GTAE","0796","Airbus","A321-212","25","DUB","CDG","37000","09/05/2022","Abingdon"
"FR5209","Ryanair","EI-EMM","38514","Boeing","737-8AS","13","MAN","MLA","34000","09/05/2022","Abingdon"
"KL736","KLM","PH-BVO","35946","Boeing","777-306(ER)","8","CUR","AMS","38000","09/05/2022","Abingdon"
"AF1616","Air France","F-GRHV","1505","Airbus","A319-111","21","CDG","DUB","35975","09/05/2022","Abingdon"
"LH976","Lufthansa","D-AECE","19000341","Embraer","E190LR","13","FRA","DUB","38000","09/05/2022","Abingdon"
"LS119","Jet2","G-GDFY","30278","Boeing","737-86Q","21","GLA","IBZ","37025","09/05/2022","Abingdon"
"LS879","Jet2","G-HLYF","6639","Airbus","A321-211","8","MAN","ALC","33536","09/05/2022","Abingdon"
"FR7842","Ryanair","EI-EVA","40288","Boeing","737-8AS","11","PIK","RMU","39000","09/05/2022","Abingdon"
"EI630","Aer Lingus","EI-DEH","2294","Airbus","A320-214","18","DUB","BRU","37000","09/05/2022","Abingdon"
"FR3441","Ryanair","EI-DPP","33613","Boeing","737-8AS","16","MAN","PMI","35373","09/05/2022","Abingdon"
"LH495","Lufthansa","D-AIXI","202","Airbus","A350-941","5","YYZ","MUC","40000","09/05/2022","Abingdon"
"K4807","DHL","N773CK","66083","Boeing","777-F","3","CVG","BAH","37000","09/05/2022","Abingdon"
"U2860","EasyJet","G-EZAW","2812","Airbus","A319-111","16","INV","LGW","15000","09/05/2022","Abingdon"
"LS791","Jet2","G-JZHV","63152","Boeing","737-8MG","6","MAN","FCO","37121","09/05/2022","Abingdon"
"EI342","Aer Lingus","EI-EDS","3755","Airbus","A320-214","14","DUB","ZRH","34975","09/05/2022","Abingdon"
"DL38","Delta Air Lines","N185DN","27961","Boeing","767-332(ER)","28","JFK","VCE","39000","09/05/2022","Abingdon"
"LS685","Jet2","G-DRTN","32735","Boeing","737-86N","21","EMA","FAO","29556","09/05/2022","Abingdon"
"KL733","KLM","PH-BVB","36145","Boeing","777-306(ER)","15","AMS","CUR","32000","09/05/2022","Abingdon"
"FR6884","Ryanair","9H-VUF","65082","Boeing","737 MAX 8-200","1","LPL","BGY","38694","09/05/2022","Abingdon"
"FR3186","Ryanair","EI-EBO","35004","Boeing","737-8AS","14","MAD","MAN","36000","09/05/2022","Abingdon"
"BY2122","SmartLynx","ES-SAY","02689","Airbus","A320-232","17","MAN","IBZ","31000","09/05/2022","Abingdon"
"AC848","Air Canada","C-FRSR","37178","Boeing","787-9 Dreamliner","5","YYC","FRA","38975","09/05/2022","Abingdon"
"LS177","Jet2","G-DRTP","39067","Boeing","737-8AL","9","GLA","ALC","37000","09/05/2022","Abingdon"
"FR6656","Ryanair","EI-DPH","33624","Boeing","737-8AS","16","EDI","PMI","37000","09/05/2022","Abingdon"
"UA990","United Airlines","N78005","27581","Boeing","777-224(ER)","24","SFO","CDG","37000","12/05/2022","Abingdon"
"OR352","Wamos Air","EC-NTX","1597","Airbus","A330-343","8","CUR","AMS","36000","12/05/2022","Abingdon"
"LS685","Jet2","G-DRTU","34247","Boeing","737-86N","17","EMA","FAO","29668","12/05/2022","Abingdon"
"OR225","TUI","PH-TFM","36429","Boeing","787-8 Dreamliner","8","AMS","VRA","37975","12/05/2022","Abingdon"
"LS805","Jet2","G-JZHK","63145","Boeing","737-8MG","6","EDI","IBZ","37000","12/05/2022","Abingdon"
"FR112","Ryanair","EI-DHN","33577","Boeing","737-8AS","17","DUB","LGW","15000","12/05/2022","Abingdon"
"LS1405","Jet2","G-JZHD","34706","Boeing","737-808","16","STN","AGP","30891","12/05/2022","Abingdon"
"SN515","Brussels Airlines","OO-SFC","0895","Airbus","A330-342","15","BRU","IAD","36239","12/05/2022","Abingdon"
"LH410","Lufthansa","D-AIHI","0569","Airbus","A340-642","19","MUC","JFK","38000","12/05/2022","Abingdon"
"LH418","Lufthansa","D-ABYH","37832","Boeing","747-830","10","FRA","IAD","36000","12/05/2022","Abingdon"
"LH446","Lufthansa","D-AIGX","0354","Airbus","A340-313","22","FRA","DEN","34000","13/05/2022","Abingdon"
"LH410","Lufthansa","D-AIHI","0569","Airbus","A340-642","19","MUC","JFK","34000","13/05/2022","Abingdon"
"FR3218","Ryanair","EI-DHF","33575","Boeing","737-8AS","18","MAN","BGY","37000","13/05/2022","Abingdon"
"LH498","Lufthansa","D-ABYC","37828","Boeing","747-830","10","FRA","MEX","32000","13/05/2022","Abingdon"
"KL685","KLM","PH-BHD","38763","Boeing","787-9 Dreamliner","7","AMS","MEX","35975","13/05/2022","Abingdon"
"KL645","KLM","PH-BHE","38765","Boeing","787-9 Dreamliner","7","AMS","JFK","38000","13/05/2022","Abingdon"
"LH470","Lufthansa","D-ABVZ","29870","Boeing","747-430","22","FRA","YYZ","34000","13/05/2022","Abingdon"
"AC75","Air Canada","C-FVNB","38359","Boeing","787-9 Dreamliner","23","CAI","YUL","38000","13/05/2022","Abingdon"
"FR5705","Ryanair","9H-QDB","44751","Boeing","737-8AS","6","HHN","KIR","36000","13/05/2022","Abingdon"
"U26721","EasyJet","OE-IJH","7687","Airbus","A320-214","6","BFS","CDG","37000","13/05/2022","Abingdon"
"KL733","KLM","PH-BQC","29397","Boeing","777-206(ER)","19","AMS","CUR","36000","14/05/2022","Abingdon"
"FR5580","Ryanair","EI-DWW","33629","Boeing","737-8AS","15","EDI","ALC","35000","14/05/2022","Abingdon"
"EXS39P","Jet2","G-JZBH","63163","Boeing","737-8MG","5","NCL","IBZ","37000","14/05/2022","Abingdon"
"U26902","EasyJet","OE-IVD","7183","Airbus","A320-214","6","AGP","EDI","37975","14/05/2022","Abingdon"
"LS189","Jet2","G-JZBE","63161","Boeing","737-8MG","5","GLA","PMI","37000","14/05/2022","Abingdon"
"TK1975","Turkish Airlines","TC-LND","1704","Airbus","A330-303","7","IST","DUB","40000","14/05/2022","Abingdon"
"LS197","Jet2","G-DRTH","33828","Boeing","737-8BK","16","LBA","IBZ","37000","14/05/2022","Abingdon"
"BY2666","TUI","G-TUMN","44655","Boeing","737 MAX 8","1","MAN","IBZ","35000","14/05/2022","Abingdon"
"AF641","Air France","F-GSPI","29008","Boeing","777-228(ER)","23","DEN","CDG","39000","14/05/2022","Abingdon"
"BY2620","TUI","G-OBYK","29617","Boeing","767-38A(ER)","24","MAN","ALC","36277","14/05/2022","Abingdon"
"FR112","Ryanair","EI-DPL","33611","Boeing","737-8AS","16","DUB","LGW","15015","14/05/2022","Abingdon"
"EXS1DS","Jet2","G-DRTP","39067","Boeing","737-8AL","9","GLA","MAH","37000","14/05/2022","Abingdon"
"FR3233","Ryanair","EI-DPF","33606","Boeing","737-8AS","16","AGP","MAN","38000","14/05/2022","Abingdon"
"FR8007","Ryanair","EI-EGB","38491","Boeing","737-8AS","13","AGP","ABZ","38000","14/05/2022","Abingdon"
"LS1285","SmartLynx","YL-LCQ","02211","Airbus","A321-231","19","BHX","LEI","21660","14/05/2022","Abingdon"
"FR4116","Ryanair","EI-HEY","62307","Boeing","737 MAX 8-200","3","MAN","RMU","33996","14/05/2022","Abingdon"
"LS953","Jet2","G-HLYF","6639","Airbus","A321-211","8","MAN","PMI","32231","14/05/2022","Abingdon"
"LH413","Lufthansa","D-AIXF","146","Airbus","A350-941","5","EWR","MUC","41000","14/05/2022","Abingdon"
"LS759","Jet2","G-DRTO","37818","Boeing","737-8JP","12","MAN","MAH","35879","14/05/2022","Abingdon"
"KL713","KLM","PH-BVB","36145","Boeing","777-306(ER)","15","AMS","PBM","31975","14/05/2022","Abingdon"
"LH421","Lufthansa","D-AIGO","0233","Airbus","A340-313","25","BOS","FRA","39000","14/05/2022","Abingdon"
"SQ25","Singapore Airlines","9V-SKV","247","Airbus","A380-841","5","JFK","FRA","41000","14/05/2022","Abingdon"
"FLJ61H","FlexJet Europe","G-FHFX","55020121","Embraer","Praetor 600","3","DUB","FAB","9251","14/05/2022","Abingdon"
"BY2652","TUI","G-TUKM","38097","Boeing","737-8K5","12","MAN","REU","37586","14/05/2022","Abingdon"
"FR93","Ryanair","EI-EFN","37538","Boeing","737-8AS","13","STN","SNN","27008","14/05/2022","Abingdon"
"U2702","EasyJet","G-UZHX","8880","Airbus","A320-251N","4","BHD","LGW","15000","14/05/2022","Abingdon"
"U2703","EasyJet","G-EZOU","6754","Airbus","A320-214","11","LPL","BCN","33590","14/05/2022","Abingdon"
"EI232","Aer Lingus","EI-EDP","3781","Airbus","A320-214","14","DUB","LGW","15000","14/05/2022","Abingdon"
"EXS59WJ","Jet2","G-JZHE","30390","Boeing","737-8K2","22","BHX","N/A","22598","14/05/2022","Abingdon"
"AF355","Air France","F-GSPU","32309","Boeing","777-228(ER)","21","SEA","CDG","39000","14/05/2022","Abingdon"
"KL741","KLM","PH-BHH","38767","Boeing","787-9 Dreamliner","7","CTG","AMS","39000","14/05/2022","Abingdon"
"TB251","TUI","OO-JDL","34425","Boeing","787-8 Dreamliner","9","BRU","MIA","39975","14/05/2022","Abingdon"
"FR2347","Ryanair","9H-LOS","03153","Airbus","A320-214","15","NCL","PMI","37000","14/05/2022","Abingdon"
"EI631","Aer Lingus","EI-DEE","2250","Airbus","A320-214","19","BRU","DUB","36000","14/05/2022","Abingdon"
"UA72","United Airlines","N27903","34823","Boeing","787-8 Dreamliner","10","IAD","TLV","38975","14/05/2022","Abingdon"
"GB956","ABX Air","N364CM","24531","Boeing","767-338(ER)(BDSF)","33","CGN","CVG","30000","14/05/2022","Abingdon"
"KL767","KLM","PH-BVU","61702","Boeing","777-306(ER)","6","BON","AMS","37000","14/05/2022","Abingdon"
"SQ23","Singapore Airlines","9V-SGD","232","Airbus","A350-941","4","JFK","SIN","37000","14/05/2022","Abingdon"
"UA998","United Airlines","N12012","60145","Boeing","787-10 Dreamliner","3","BRU","EWR","33975","14/05/2022","Abingdon"
"U23123","EasyJet","OE-LKY","04778","Airbus","A319-111","11","NCL","PMI","37000","14/05/2022","Abingdon"
"UA12","United Airlines","N676UA","30028","Boeing","767-322(ER)","22","ZRH","ORD","34000","14/05/2022","Abingdon"
"DL199","Delta Air Lines","N416DX","1999","Airbus","A330-941","1","CDG","MSP","36000","14/05/2022","Abingdon"
"LX16","Swiss","HB-JHF","1089","Airbus","A330-343","13","ZRH","JFK","34000","14/05/2022","Abingdon"
"KL751","KLM","PH-BQE","28691","Boeing","777-206(ER)","19","AMS","UIO","30000","14/05/2022","Abingdon"
"MP6161","KLM Cargo","PH-MPS","24066","Boeing","747-412(BCF)","32","AMS","MIA","32000","14/05/2022","Abingdon"
"AC833","Air Canada","C-GKUH","1156","Airbus","A330-343","12","BRU","YUL","35000","14/05/2022","Abingdon"
"FR9898","Ryanair","EI-EPA","34987","Boeing","737-8AS","12","LPL","ALC","35000","14/05/2022","Abingdon"
"BEL1CP","Brussels Airlines","OO-SFB","0915","Airbus","A330-342","15","BRU","JFK","35975","14/05/2022","Abingdon"
"UA135","United Airlines","N666UA","29238","Boeing","767-322(ER)","24","ZRH","EWR","32025","14/05/2022","Abingdon"
"PY993","Air Belgium","EC-NBN","0818","Airbus","A330-343","15","AMS","PBM","36000","14/05/2022","Abingdon"
"FR7357","Ryanair","EI-HGL","65081","Boeing","737 MAX 8-200","2","BSL","DUB","38000","14/05/2022","Abingdon"
"KL791","KLM","PH-BVR","61603","Boeing","777-306(ER)","7","AMS","GRU","28000","14/05/2022","Abingdon"
"SN515","Brussels Airlines","OO-SFE","1010","Airbus","A330-343","14","BRU","IAD","36000","14/05/2022","Abingdon"
"KF5965","Air Belgium","OO-ABG","1861","Airbus","A350-941","1","CRL","FDF","36000","14/05/2022","Abingdon"
"TB161","TUI","OO-LOE","36426","Boeing","787-8 Dreamliner","8","BRU","PUJ","40000","14/05/2022","Abingdon"
"UA973","United Airlines","N27957","36409","Boeing","787-9 Dreamliner","7","BRU","ORD","36000","14/05/2022","Abingdon"
"LH405","Lufthansa","D-AIGL","0135","Airbus","A340-313","26","JFK","FRA","35000","14/05/2022","Abingdon"
"UA56","United Airlines","N2251U","66591","Boeing","777-300(ER)","3","CDG","EWR","34000","14/05/2022","Abingdon"
"FR1622","Ryanair","EI-DWD","33642","Boeing","737-8AS","15","DNI","DUB","38000","14/05/2022","Abingdon"
"LX400","Swiss","HB-JCC","55012","Airbus","A220-300","5","ZRH","DUB","38000","14/05/2022","Abingdon"
"FR2626","Ryanair","EI-HMW","65891","Boeing","737 MAX 8-200","1","MAN","IBZ","35333","14/05/2022","Abingdon"
